"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","higher","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","alc_use","high_use"
"GP","F",17,"R","LE3","T",2,2,"services","services","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",3,3,2,2,2,3,2,11,11,10,2,FALSE
"GP","F",17,"U","GT3","T",3,1,"services","services","course","no","yes","father",1,3,0,"no","yes","no","no","yes","no",3,4,3,2,3,5,0,14,16,16,2.5,TRUE
"GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","yes","yes","father",2,3,0,"no","no","no","no","yes","no",3,3,3,2,3,2,0,15,14,15,2.5,TRUE
"GP","M",18,"U","GT3","T",4,4,"other","other","course","yes","yes","mother",1,3,0,"no","no","no","yes","yes","no",4,3,3,2,2,3,2,11,13,12,2,FALSE
"GP","M",17,"U","GT3","T",3,3,"other","services","reputation","no","yes","mother",1,1,0,"no","no","no","yes","yes","no",4,3,5,3,5,5,2,16,16,16,4,TRUE
"GP","M",17,"R","GT3","T",2,2,"services","other","course","yes","yes","mother",4,1,0,"no","yes","no","no","yes","no",4,4,5,5,5,4,5,11,10,10,5,TRUE
"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,2,1,4,4,4,10,10,10,2.5,TRUE
"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",5,4,4,1,3,4,4,12,10,11,2,FALSE
"GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","no","yes","mother",2,3,0,"no","yes","yes","no","yes","yes",4,3,3,1,2,4,4,14,14,14,1.5,FALSE
"GP","M",18,"U","LE3","T",2,2,"other","other","course","yes","yes","mother",1,4,0,"no","yes","no","yes","yes","no",4,5,5,2,4,5,1,10,10,10,3,TRUE
"GP","F",17,"R","GT3","T",2,4,"at_home","other","course","yes","yes","father",1,3,0,"no","yes","no","no","yes","yes",4,4,3,1,1,5,4,14,14,14,1,FALSE
"GP","F",18,"U","GT3","T",3,3,"services","services","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,1,4,4,8,6,6,1,FALSE
"GP","F",18,"U","LE3","T",2,2,"other","other","home","no","yes","other",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,1,2,0,9,8,6,1,FALSE
"GP","F",18,"R","GT3","T",2,2,"at_home","other","course","yes","no","mother",2,4,0,"no","no","no","yes","yes","no",4,4,4,1,1,4,3,12,11,7,1,FALSE
"GP","F",17,"U","GT3","T",3,4,"services","other","course","yes","yes","mother",1,3,0,"no","no","no","no","yes","no",4,4,5,1,3,5,12,14,14,14,2,FALSE
"GP","F",17,"U","GT3","T",3,2,"other","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",4,3,2,2,3,2,0,10,10,8,2.5,TRUE
"GP","F",18,"U","LE3","T",3,3,"services","services","home","yes","yes","mother",1,4,0,"no","yes","no","no","yes","no",5,3,3,1,1,1,6,15,14,16,1,FALSE
"GP","F",17,"R","GT3","A",3,2,"other","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,3,2,3,2,2,12,12,13,2.5,TRUE
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","father",2,2,0,"no","yes","no","yes","yes","no",4,2,4,2,3,2,3,10,11,6,2.5,TRUE
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,11,11,6,2,FALSE
"GP","M",18,"U","LE3","T",3,4,"services","other","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,3,5,8,16,16,16,2,FALSE
"GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","yes","yes","father",1,2,0,"no","yes","no","no","yes","yes",3,3,1,1,2,4,9,10,10,7,1.5,FALSE
"GP","F",18,"U","GT3","T",2,3,"at_home","other","course","yes","yes","mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,2,3,2,11,11,12,1.5,FALSE
"GP","F",18,"U","GT3","T",3,2,"other","services","other","yes","yes","mother",1,3,0,"no","no","no","no","yes","yes",5,4,3,2,3,1,6,14,14,16,2.5,TRUE
"GP","M",18,"R","GT3","T",4,3,"teacher","services","course","yes","yes","mother",1,3,0,"no","no","no","no","yes","yes",5,3,2,1,2,4,6,16,14,16,1.5,FALSE
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","yes",5,4,5,2,3,5,0,12,12,12,2.5,TRUE
"GP","F",17,"U","GT3","T",4,3,"health","other","reputation","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,12,14,14,2,FALSE
"MS","M",18,"R","GT3","T",3,2,"other","other","course","no","yes","mother",2,1,0,"no","yes","no","no","yes","no",2,5,5,5,5,5,9,10,12,12,5,TRUE
"MS","M",19,"R","GT3","T",1,1,"other","services","home","yes","yes","other",3,2,2,"no","no","no","no","yes","no",5,4,4,3,3,2,8,9,8,10,3,TRUE
"MS","M",17,"U","GT3","T",3,3,"health","other","course","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",4,5,4,2,3,3,3,10,11,12,2.5,TRUE
"MS","M",18,"U","LE3","T",1,3,"at_home","services","course","yes","yes","mother",1,1,0,"no","no","no","no","no","yes",4,3,3,2,3,3,4,8,8,8,2.5,TRUE
"MS","M",19,"R","GT3","T",1,1,"other","other","home","yes","yes","other",3,1,1,"no","yes","no","no","yes","no",4,4,4,3,3,5,4,8,8,9,3,TRUE
"MS","M",17,"R","GT3","T",4,3,"services","other","home","no","yes","mother",2,2,0,"no","yes","yes","yes","yes","yes",4,5,5,1,3,2,4,12,11,11,2,FALSE
"MS","F",18,"U","GT3","T",3,3,"services","services","course","yes","no","father",1,2,0,"no","yes","no","no","yes","yes",5,3,4,1,1,5,0,10,10,10,1,FALSE
"MS","F",17,"R","GT3","T",4,4,"teacher","services","other","yes","yes","father",2,2,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,5,3,12,12,12,1.5,FALSE
"MS","F",17,"U","LE3","A",3,2,"services","other","reputation","yes","no","mother",2,2,0,"no","no","no","no","yes","yes",1,2,3,1,2,5,1,14,13,13,1.5,FALSE
"MS","M",18,"U","LE3","T",1,1,"other","services","home","no","yes","father",2,1,0,"no","no","no","no","yes","yes",3,3,2,1,2,3,3,12,12,12,1.5,FALSE
"MS","F",18,"U","LE3","T",1,1,"at_home","services","course","yes","yes","father",2,3,0,"no","no","no","no","yes","no",5,3,2,1,1,4,0,18,16,17,1,FALSE
"MS","F",18,"U","GT3","T",3,3,"services","services","other","yes","yes","mother",2,2,0,"no","yes","no","no","yes","yes",4,3,2,1,3,3,3,12,12,12,2,FALSE
"MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","yes",2,3,4,1,1,1,2,16,14,15,1,FALSE
"MS","F",17,"R","GT3","T",1,2,"other","services","course","no","no","father",2,2,0,"no","no","no","no","yes","no",3,2,2,1,2,3,0,12,12,12,1.5,FALSE
"MS","M",18,"R","GT3","T",1,3,"at_home","other","course","yes","no","mother",2,2,0,"no","yes","yes","no","yes","no",3,3,4,2,4,3,2,9,10,10,3,TRUE
"MS","M",18,"U","LE3","T",4,4,"teacher","services","other","yes","yes","mother",2,3,0,"no","no","yes","no","yes","yes",4,2,2,2,2,5,0,14,14,14,2,FALSE
"MS","F",17,"R","GT3","T",1,1,"other","services","reputation","yes","yes","mother",3,1,1,"no","yes","yes","no","yes","yes",5,2,1,1,2,1,0,8,7,4,1.5,FALSE
"MS","F",18,"U","GT3","T",2,3,"at_home","services","course","yes","yes","father",2,1,0,"no","yes","yes","no","yes","yes",5,2,3,1,2,4,0,10,10,10,1.5,FALSE
"MS","F",18,"R","GT3","T",4,4,"other","teacher","other","no","yes","father",3,2,0,"no","yes","yes","no","yes","yes",3,2,2,4,2,5,5,10,8,6,3,TRUE
"MS","M",18,"R","LE3","T",1,2,"at_home","services","other","yes","yes","father",3,1,0,"no","yes","yes","yes","no","yes",4,3,3,2,3,3,3,12,11,11,2.5,TRUE
"MS","F",17,"U","GT3","T",2,2,"other","at_home","home","yes","no","mother",1,3,0,"no","no","no","yes","yes","yes",3,4,3,1,1,3,8,12,11,12,1,FALSE
"MS","F",17,"R","GT3","T",1,2,"other","other","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",3,5,5,1,3,1,9,6,6,7,2,FALSE
"MS","F",18,"R","LE3","T",4,4,"other","other","reputation","yes","yes","mother",2,3,0,"no","no","no","no","yes","no",5,4,4,1,1,1,0,17,18,18,1,FALSE
"MS","F",18,"R","GT3","T",1,1,"other","other","home","yes","yes","mother",4,3,0,"no","no","no","no","yes","no",4,3,2,1,2,4,3,9,10,11,1.5,FALSE
"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","no",5,4,3,3,4,2,2,10,12,12,3.5,TRUE
"MS","F",18,"U","GT3","T",3,3,"other","other","home","yes","yes","mother",1,2,0,"no","no","yes","no","yes","yes",4,1,3,1,2,1,0,16,16,16,1.5,FALSE
"MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","no","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,5,4,2,3,1,14,9,10,10,2.5,TRUE
"MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","no","yes","father",1,2,0,"no","no","yes","yes","yes","no",3,2,4,1,4,2,4,16,16,16,2.5,TRUE
"MS","M",18,"R","GT3","T",2,1,"other","other","other","no","yes","mother",2,1,0,"no","no","no","yes","yes","yes",4,4,3,1,3,5,2,7,6,4,2,FALSE
"MS","M",17,"U","GT3","T",2,3,"other","services","home","yes","yes","father",2,2,0,"no","no","no","yes","yes","no",4,4,3,1,1,3,3,12,13,13,1,FALSE
"MS","M",19,"R","GT3","T",1,1,"other","services","other","yes","no","mother",2,1,1,"no","no","no","no","yes","no",4,3,2,1,3,5,0,6,6,0,2,FALSE
"MS","M",18,"R","GT3","T",4,2,"other","other","home","yes","no","father",2,1,1,"no","no","yes","no","yes","no",5,4,3,4,3,3,7,6,6,2,3.5,TRUE
"MS","F",18,"R","GT3","T",2,2,"at_home","other","other","yes","no","mother",2,3,0,"no","no","yes","no","yes","no",5,3,3,1,3,4,1,12,13,12,2,FALSE
"MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","yes","yes","mother",3,1,0,"no","yes","yes","yes","yes","yes",4,4,3,2,2,5,6,6,7,8,2,FALSE
"MS","F",19,"R","GT3","T",2,3,"services","other","course","no","yes","mother",1,3,1,"no","no","no","yes","yes","no",5,4,2,1,2,5,2,8,8,5,1.5,FALSE
"MS","F",18,"U","LE3","T",3,1,"teacher","services","course","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,4,1,1,1,2,11,12,12,1,FALSE
"MS","F",18,"U","GT3","T",1,1,"other","other","course","yes","no","mother",2,2,2,"no","no","no","yes","yes","no",2,2,2,2,2,5,2,6,6,4,2,FALSE
"MS","F",18,"U","GT3","T",1,1,"other","other","course","yes","no","mother",2,2,0,"no","no","no","yes","yes","no",1,1,1,1,1,5,3,8,8,4,1,FALSE
"MS","M",17,"U","LE3","T",3,1,"services","services","course","no","yes","mother",2,1,0,"no","no","no","no","yes","no",2,4,5,3,4,2,4,12,13,13,3.5,TRUE
"MS","M",18,"R","LE3","T",3,2,"services","other","course","no","yes","mother",3,1,0,"no","no","no","no","yes","no",4,4,1,3,4,5,2,10,12,10,3.5,TRUE
